Lp.;Nazwa w≥asna;Telefon;Email;Charakter us≥ug;Kategoria obiektu;Rodzaj obiektu;Adres
3237;OLE—KA;034/ 360-60-66;camping@mosir.iplus.pl;sta≥y;***;kemping;41-200 CzÍstochowa, OleÒki 22/30
3238;AUTO-CAMPING PARK;075/ 75 24 525;;sta≥y;**;kemping;58-500 Jelenia GÛra, Sudecka 42
3239;EUROCAMPING;032-261-20-10;csir@csir.pl;sta≥y;**;kemping;41-300 Dπbrowa GÛrnicza, Øo≥nierska 130
3240;Kemping;052 3020702, 05;pttk.znin@neostrada.pl;sta≥y;**;kemping;88-400 Ønin, Szkolna 16
3241;POLANA SOSNY;(0 18)262-94-03;dworek@pro.onet.pl;sta≥y;**;kemping;34-441 Niedzica, os. Na Polanie Sosny
3242;Turist-Camp;(61) 814 28 12;;sta≥y;**;kemping;62-081 Przeümierowo, Baranowo
3243;D BINA;033-861-48-88;info@campingdebina.com.pl;sta≥y;**;kemping;34-300 Øywiec, Kopernika 4
3244;CAMPING 123;+48-22- 823-37-;;sta≥y;*;kemping;02-366 Warszawa, Bitwy Warszawskiej 1920 r. Nr 15/17
3245;DANUTA;694277703;;sta≥y;*;kemping;28-130 Mietel, Mietel
3246;Camping Nr 111;0-61 483-129;;sta≥y;*;kemping;60-480 PoznaÒ, KoszaliÒska 15
3247;DUET;(84) 639 24 99;;sta≥y;*;kemping;22-400 ZamoúÊ, ul. KrÛlowej Jadwigi 14
3248;"CAMPING-CARAVANING ""TRAMP""";566 613 228;;sta≥y;*;kemping;87-100 ToruÒ, Kujawska 14
3249;SZAREJKOWE WZG”RZA;508-203-204;iwona.bedynska@szarejki.pl;sta≥y;*;kemping;19-420 Szarejki, 13
3250;SZYMOCICE;032/ 415-60-05;;sta≥y;*;kemping;47-440 NÍdza, Gliwicka 37
3251;CAMPING 215;032/ 255-53-88,;mosir@mosir.katowice.pl;sezonowy;****;kemping;40-098 Katowice, Murckowska
3252;POD D BOWCEM;033/ 814-60-80;99@camping.org.pl;sezonowy;****;kemping;43-300 Bielsko-Bia≥a, Karbowa 15
3253;kemping WOK;+48-22- 612-79-;;sezonowy;****;kemping;04-860 Warszawa, OdrÍbna 16
3254;KLIF;91-386-26-18;campingklif@wp.pl;sezonowy;****;kemping;72-344 Rewal, KamieÒska 2
3255;BIA£Y DOM;91-381-11-71;;sezonowy;****;kemping;72-420 DziwnÛwek, KamieÒska 12
3256;WIKING;091/381-34-93;;sezonowy;****;kemping;72-420 DziwnÛwek, Wolnoúci 3
3257;"""ALEXA""";606 397 435;camping@alexa.gda.pl;sezonowy;****;kemping;84-120 W≥adys≥awowo, Øeromskiego 44
3258;"""AMBRE"" NR 41";59 866 24 72;ambre@leba.info;sezonowy;****;kemping;84-360 £eba, Nadmorska 9
3259;OåRODEK WYPOCZYNKOWY CAMPING WIGRY NR 272;87-619-90-44;;sezonowy;****;kemping;19-330 Stare Juchy, Sportowa 2
3260;KEMPING MARINA EVELYN;87-428-06-47;evelyn@evelyn.com.pl;sezonowy;****;kemping;11-500 Bogaczewo, 17
3261;CAMPING K•TNO;784-49-08-81;info@campingkatno.pl;sezonowy;****;kemping;14-133 Kπtno, dz. nr 77/2
3262;BALTIC NR 78;94-3524569,606411954;baltic78@post.pl;sezonowy;****;kemping;78-100 Ko≥obrzeg, ul. IV Dywizji W.P. 1
3263;CAMPING RODZINNY NR 105;(94) 31-89-385;recepcja@campingrodzinny.pl;sezonowy;****;kemping;76-032 Mielno, Chrobrego 51
3264;"CAMPING ""KAMA""";87-421-65-75;camping@kama.mazury.pl;sezonowy;****;kemping;11-730 Ta≥ty, 36
3265;CAMPING TUMIANY;602-757-481;biuro@camping-tumiany.pl;sezonowy;****;kemping;11-010 Tumiany, 1 A
3266;CAMPING OSTOJA STARA BAå—;89-742-45-21;starabasn@mazury.info.pl;sezonowy;***;kemping;11-700 Kosewo, 90
3267;KEMPING Nr 156;0-59 814 - 19;biuro@przymorze.com.pl;sezonowy;***;kemping;76-212 Rowy, Ba≥tycka 6
3268;"CAMPING ""CEZAR""";89-741-25-33;cezar@mazury.info.pl;sezonowy;***;kemping;11-700 Mrπgowo, Jaszczurcza GÛra 1-6
3269;NA GRANICY;608-451-854;info@nagranicy.pl;sezonowy;***;kemping;76-032 Unieúcie, 6 Marca 4i
3270;POMONA;091/386-34-45;;sezonowy;***;kemping;72-350 Niechorze, Polna 27a
3271;"""LEåNY"" Nr 51";0-59 866 - 28;;sezonowy;***;kemping;84-360 £eba, Brzozowa 16A
3272;PRZYMORZE Nr 48;0-59 866 - 13;;sezonowy;***;kemping;84-360 £eba, Nadmorska 9
3273;"""EUROCAMP"" Camping Morski Nr 21";0-59 866 - 13;lebfonica@poczta.onet.pl;sezonowy;***;kemping;84-360 £eba, Turystyczna 3
3274;"CAMPING ""ECHO""";87-421-11-86;bdnowakowska@gmail.com;sezonowy;***;kemping;11-513 Rydzewo, Mazurska 48
3275;BRAWO;486 036 776 338;zbigniewchoinski@wp.pl;sezonowy;***;kemping;76-032 Mielno, PÛ≥nocna 1
3276;"""INTERCAMP'84"" HOLIDAY RESORT & CAMPING";59 866-22-18;recepcja@intercamp84.eu;sezonowy;***;kemping;84-360 £eba, Turystyczna 10-12
3277;CAMPING PTTK NR 150;/0-13/ 461-06-1;;sezonowy;***;kemping;38-714 Ustrzyki GÛrne, ---
3278;BROWARNY;15 832-36-95;wmajsak@poczta.fm;sezonowy;***;kemping;27-600 Sandomierz, Øwirki i Wigury 1
3279;KORONA;(12) 270-13-18;biuro@camping-korona.com.pl;sezonowy;***;kemping;32-031 Mogilany, Gaj ul. Myúlenicka 32
3280;"CAMPING ""BOROWO""";87-429-36-59;camping_borowo@poczta.onet.pl;sezonowy;***;kemping;11-500 Bystry, k/Giøycka
3281;CAMPING PTTK NR 150;13 461 06 14;hotelgorski@wp.pl;sezonowy;***;kemping;38-714 Ustrzyki GÛrne, ---
3282;"CAMPING ""ARA"" 107";943189157, 664430945;info@campingara.eu;sezonowy;***;kemping;76-032 Mielenko, Plaøowa 9
3283;SMOK;12 429-83-00;info@smok.krakow.pl;sezonowy;***;kemping;30-252 KrakÛw, ul. Kamedulska 18
3284;KEMPING NR 221;(016)649-23-00;;sezonowy;***;kemping;37-200 Przeworsk, £aÒcucka 2
3285;CAMPING NAD JEZIOREM;(91) 38 60 990;celina.gebala@kbf.pl;sezonowy;***;kemping;72-410 Golczewo, Stary Tartak
3286;OåRODEK WYPOCZYNKOWY W RUDNIKU;564 625 654;moriw@moriw.grudziadz.pl;sezonowy;***;kemping;86-300 Grudziπdz, Zaleúna 1
3287;"CAMPING 88 ""BIA£A MEWA""";94-3526008, 3585402;camping@gmina.kolobrzeg.pl;sezonowy;***;kemping;78-131 Düwirzyno, Wyzwolenia 48
3288;CAMPING WAGABUNDA;87-421-60-18;wagabunda-mikolajki@wagabunda-mikolajki.pl;sezonowy;***;kemping;11-730 Miko≥ajki, Leúna 2
3289;Kemping;748521262;sos@sosir.swidnica.pl;sezonowy;***;kemping;58-100 åwidnica, ålπska 35
3290;"""KAPER""";0-58 674 - 14;;sezonowy;***;kemping;84-120 W≥adys≥awowo, Droga Helska
3291;CAMPING 202 POD JAB£ONIAMI;(0 14) 621-51-2;recepcja@camping.tarnow.pl;sezonowy;***;kemping;33-100 TarnÛw, ul. Pi≥sudskiego 28 a
3292;TRAMP;(91) 321 26 62;campingtramp@onet.pl;sezonowy;***;kemping;72-514 åwiÍtouúÊ, úwiÍtouúÊ 65
3293;MOLO CAMPING;33 432-25-03;camping@czasnamolo.pl;sezonowy;***;kemping;32-608 Osiek, ul. Stawowa 2A
3294;CLEPARDIA;(0 12) 415-96-7;"campclep@poczta.onet.pl; clepardia@onet.eu";sezonowy;***;kemping;31-214 KrakÛw, Mackiewicza 14
3295;S£ONECZNY;68 356 64 52;sckiw@slawa.pl;sezonowy;**;kemping;67-410 S≥awa, odrodzonego wojska polskiego 19
3296;"""CAMP"" Nr 159";0-55 247 - 83;camp@camp.pl;sezonowy;**;kemping;82-103 Stegna, Morska 26
3297;"""GALLUS"" Camping Nr 71";0-55 247 - 61;gallus@mierzeja.pl;sezonowy;**;kemping;82-120 Krynica Morska, Marynarzy 2
3298;"""PRZY PLAØY"" Nr 67";0 - 58 551 -;;sezonowy;**;kemping;81-831 Sopot, Bitwy pod P≥owcami 73
3299;"""CHECZ KASZUBSKA"" Rodzinny Camping";0-58 774 - 14;;sezonowy;**;kemping;84-113 Wierzchucino, Lubiatowska 8
3300;"OåRODEK CAMPINGOWY""Z£OTA DOLINA""";774 397 553;osrodek@zlotadolina.eu;sezonowy;**;kemping;48-267 Pokrzywna, 25b
3301;DRAWTUR;(94) 375 54 54,;camping@drawtur.com;sezonowy;**;kemping;78-440 Czaplinek, PiÍciu PomostÛw 1
3302;CAMPING ZAMEK C-1;87-732-65-00;;sezonowy;**;kemping;11-500 Giøycko, Moniuszki 1
3303;ZALEWSKI;601-364-888;;sezonowy;**;kemping;06-102 GrabÛwiec, GrabÛwiec
3304;KEMPING NR 243;94-3403460,3142872;camping243@op.pl;sezonowy;**;kemping;76-150 Dar≥owo, Conrada 20
3305;"""CAMPING Nr 20""";0 - 58 682 -;;sezonowy;**;kemping;83-047 Przywidz, Kasztanowa 6
3306;MARCO POLO NR 81;0-59 866 - 23;;sezonowy;**;kemping;84-360 £eba, WspÛlna 6
3307;CAMPING 104 W ZIELENIEWIE;91-561-00-23;;sezonowy;**;kemping;73-108 Zieleniewo, szczeciÒska 32
3308;"""NOGAT"" NR 197";55 272-24-13;hotel@caw.malbork.pl;sezonowy;**;kemping;82-200 Malbork, Portowa 3
3309;DRZONK”W;683212312;cok@drzonkow.pl;sezonowy;**;kemping;66-004 DrzonkÛw, olimpijska 20
3310;"""EKOLAGUNA"" CAMPING NR 5";58 674-26-00;ekolaguna@ekolaguna.com.pl;sezonowy;**;kemping;84-131 Cha≥upy, kaperska
3311;"CAMPING ""WAJK""";094/37-58-624;biuro@wajk.pl;sezonowy;**;kemping;78-551 Siemczyno, Piaseczno 23
3312;"CAMPING ""WEJSUNEK""";87-423-14-84;camping@wejsunek.pl;sezonowy;**;kemping;12-220 Ruciane-Nida, 13 B
3313;Oúrodek PTTK;077/4315225;biuro@pttk.wroc≥aw.pl;sezonowy;**;kemping;48-385 OtmuchÛw, Plaøowa 6
3314;CAMPING NR 61;55-641-86-66;camping@camping61.com.pl;sezonowy;**;kemping;82-300 Elblπg, PanieÒska 14
3315;CAMPING PIRAT;89-523-90-85;pirat@pirat.com.pl;sezonowy;**;kemping;10-180 Olsztyn, Ba≥tycka 95
3316;MARINA BORKI;87/ 643-30-78;;sezonowy;**;kemping;16-300 AugustÛw, Nadrzeczna 147
3317;OåRODEK TURYSTYCZNO-WYPOCZYNKOWY;077/4180586;osirkluczbork@wp.pl;sezonowy;**;kemping;46-233 BπkÛw, -
3318;WIåNIOWA POLANA;(075) 761-03-44;;sezonowy;**;kemping;58-535 Mi≥kÛw, Mi≥kÛw
3319;Kemping OSiR;(074) 86-81-210;osir-polanica@xl.wp.pl;sezonowy;**;kemping;57-320 Polanica-ZdrÛj, Sportowa 7
3320;POD TOPOL•;(071) 310-12-70;;sezonowy;**;kemping;55-035 Oborniki ålπskie, Zielona
3321;OåRODEK WYPOCZYNKU åWI•TECZNEGO;(075) 74-13-459;;sezonowy;**;kemping;59-420 BolkÛw, Polna
3322;"""TAMOWA""";0-58 684 - 25;;sezonowy;**;kemping;83-333 Zawory, Zawory
3323;CAMPING NR 117;(071) 348-46-51;;sezonowy;**;kemping;51-612 Wroc≥aw, Paderewskiego 35
3324;"""Camping Nr 180""";0-55 247 - 82;;sezonowy;**;kemping;82-103 Stegna, Morska 15
3325;CAMPING Nr 178;0 - 55 247 -;;sezonowy;**;kemping;82-103 Jantar, Morska 9
3326;AGROTUR;94-3522556,601778526;;sezonowy;**;kemping;78-113 Stojkowo, Stojkowo
3327;BURSZTYNEK NR 89;94-3581131,505615820;bursztynek89@op.pl;sezonowy;**;kemping;78-132 Grzybowo, Namiotowa 1
3328;CAMPING NR 234;;;sezonowy;**;kemping;59-241 Legnickie Pole, H. Brodatego 7
3329;Oúrodek Dydaktyczno-Szkoleniowy AWF w Poznaniu;094/35-15-004;;sezonowy;**;kemping;78-111 Ustronie Morskie, Wojska Polskiego 26
3330;CAMPING RUSA£KA C-175;87-427-21-91;camping@cmazur.pl;sezonowy;**;kemping;11-600 WÍgorzewo, Leúna 2
3331;PHU STANICA WODNA OåRODEK SPORTOWO-TURYSTYCZNY;89-742-00-26;stanicawodna@interia.pl;sezonowy;**;kemping;11-710 CierzpiÍty, 50
3332;"""EKOLAGUNA"" Nr 5";0-58 674 - 26;;sezonowy;**;kemping;84-131 , Kaperska
3333;"""MASZOPERIA""";;recepcja@maszoperia.pl;sezonowy;**;kemping;84-140 Jastarnia, Mickiewicza
3334;HARENDA;(0 18)201-47-00;harenda51b@gmail.com;sezonowy;**;kemping;34-500 Zakopane, os. Harenda 51 b
3335;Camping Nr 74;(+48 48) 614-67;;sezonowy;**;kemping;26-900 Kozienice, BohaterÛw Studzianek 30
3336;"""MORSKI"" NR 101";0-59 814 - 44;;sezonowy;**;kemping;76-270 Przew≥oka, Armii Krajowej 4
3337;Kemping OSIR;(074) 866-17-08;;sezonowy;*;kemping;57-350 Kudowa-ZdrÛj, £πkowa 12
3338;"""Camping Nr 80""";0-59 83 - 42;osir5@wp.pl;sezonowy;*;kemping;77-300 Cz≥uchÛw, Wojska Polskiego 62
3339;HANIA;91-561-07-77;;sezonowy;*;kemping;73-108 Morzyczyn, SzczeciÒska 17
3340;MOTO-RAJ;41 303-16-60,;tor-kielce@automobilklub.kielce.pl;sezonowy;*;kemping;26-085 Miedziana GÛra, Miedziana GÛra
3341;NAD ZALEWEM;85 718-52-40;;sezonowy;*;kemping;16-010 WasilkÛw, ul. Bia≥ostocka 94
3342;LEåNY DW”R;(074) 872-45-90;dwÛr@interia.pl;sezonowy;*;kemping;57-431 WolibÛrz, WolibÛrz 12b
3343;KEMPING PTTK;87 563-77-27;;sezonowy;*;kemping;16-412 Stary Folwark, Brak
3344;U ANTONIEGO;692 647 909;;sezonowy;*;kemping;33-151 Nowe Øukowice, Nowe Øukowice 159A
3345;HYØA;0 605 297 139;;sezonowy;*;kemping;38-315 Uúcie Gorlickie, Zdynia 80
3346;KRAKOWIANKA;(12) 268-14-17;noclegi@krakowianka.com.pl;sezonowy;*;kemping;30-427 KrakÛw, ul. Øywiecka-Boczna 2
3347;CAMPING 123;22/5989402;;sezonowy;*;kemping;02-366 Warszawa, Bitwy Warszawskiej 15/17
3348;U MICHA£A;85 681-27-03;;sezonowy;*;kemping;17-230 Bia≥owieøa, Krzyøe 11
3349;CAMPING SN PTT - 1907;(0 18)201-45-66;fbk@onet.pl;sezonowy;*;kemping;34-500 Zakopane, ul. Za Strugiem 39
3350;USTUP;(18) 206-36-67;camping.ustup@gmail.com;sezonowy;*;kemping;34-500 Zakopane, Ustup obok nr 5
3351;"""STOGI"" Nr 218";0-58 307 - 39;jan@kemping-gdansk.pl;sezonowy;*;kemping;80-656 GdaÒsk, Wydmy 9
3352;ROEL HOUSE;723 375 515;klaas.russcher@gmail.com;sezonowy;*;kemping;69-100 S≥ubice, Nowy Lubusz 8
3353;ONDRASZEK;033/ 814-64-25;kemping57ondraszek@op.pl;sezonowy;*;kemping;43-300 Bielsko-Bia≥a, Pocztowa 43
3354;GWAREK;32-285-49-96;smzt@kopalniasrebra.pl;sta≥y;;dom wycieczkowy;42-600 Tarnowskie GÛry, Gliwicka 2
3355;DOM WYCIECZKOWY;748521262;sos@sosir.swidnica.pl;sta≥y;III;dom wycieczkowy;58-100 åwidnica, åL•SKA 35
3356;Zajazd Pod Bukowicπ;/0-13/ 467-40-3;;sta≥y;III;dom wycieczkowy;38-505 Bukowsko, 287
3357;ZOSIA;(0 12)389-20-08;dwzosia@wp.pl;sta≥y;III;dom wycieczkowy;32-047 OjcÛw, z≥ota gÛra 4
3358;INDRA;(0 33) 876-62-5;dom.wycieczkowy@indra.com.pl;sta≥y;III;dom wycieczkowy;34-130 Kalwaria Zebrzydowska, Zebrzydowice 10
3359;KRAKOWIANKA;(12) 268-14-17;noclegi@krakowianka.com.pl;sta≥y;III;dom wycieczkowy;30-427 KrakÛw, ul. Øywiecka - Boczna 2
3360;STRAGONA;(074) 85-51-549;;sta≥y;III;dom wycieczkowy;58-150 Strzegom, Al. Wojska Polskiego 47
3361;DOM WYCIECZKOWY;17 227 11 31;stadion@stadion.kolbuszowa.pl;sta≥y;III;dom wycieczkowy;36-100 Kolbuszowa, wolska 2
3362;DOM WYCIECZKOWY NR 3;0-42 684-76-86;dw3@pusbbk.com.pl;sta≥y;III;dom wycieczkowy;93-193 £Ûdü, £Íczycka 70
3363;DOM WYCIECZKOWY;(074) 867-24-25;stadion@noclegi.pop.pl;sta≥y;III;dom wycieczkowy;57-300 K≥odzko, KusociÒskiego 1
3364;Toropol;077/4543266;;sta≥y;III;dom wycieczkowy;45-083 Opole, Barlickiego 13
3365;WENUS;0-44 719-21-81;;sta≥y;III;dom wycieczkowy;97-225 NiewiadÛw, p-ta Ujazd
3366;DOM WYCIECZKOWY;034/ 327-04-15;osrodek2@go2.pl;sta≥y;III;dom wycieczkowy;42-290 Blachownia, Sportowa 1
3367;PODLASIE;(83) 343 22 46,;mkspodlasie@poczta.onet.pl;sta≥y;II;dom wycieczkowy;21-500 Bia≥a Podlaska, ul. Pi≥sudskiego 38
3368;ZDR”J;713120102;;sta≥y;II;dom wycieczkowy;55-100 Trzebnica, Tadeusza Koúciuszki 14-16
3369;SOKOLICA;(18) 262-31-26;sokolica@kroscienko.pl;sta≥y;II;dom wycieczkowy;34-450 Kroúcienko nad Dunajcem, ul. JagielloÒska 86
3370;NAD MROG•;0-46 874-24-75;hotel@rochna.pl;sta≥y;II;dom wycieczkowy;95-060 Rochna, p-ta Brzeziny
3371;SCHRONISKO M£ODZIEØOWE PTTK;12 644-08-63;pttk.o.nowahuta@gmail.com;sta≥y;III;schronisko m≥odzieøowe;31-978 KrakÛw, ul. Bulwarowa 37
3372;HALNY - B;(075) 783-43-36;;sta≥y;III;schronisko m≥odzieøowe;59-870 Mirsk, KamieÒ 22
3373;Schronisko M≥odzieøowe;0-55 272 - 24;gimnazjum@malbork.com;sta≥y;III;schronisko m≥odzieøowe;82-200 Malbork, Øeromskiego 45
3374;ZESP. PLAC. SZKOLN.- WYCHOW. SZKOL. SCHRON. M£ODZ.;89-648-64-64;;sta≥y;III;schronisko m≥odzieøowe;14-200 I≥awa, Mieros≥awskiego 10a
3375;POD CISEM;603339016;;sta≥y;III;schronisko m≥odzieøowe;59-800 HenrykÛw LubaÒski, henrykÛw lubaÒski 375a
3376;SCHRONISKO M£ODZIEØOWE;503-083-161;michalskrobisz@wp.pl;sta≥y;III;schronisko m≥odzieøowe;26-067 OblÍgorek, widok 5
3377;SZKOLNE SCHRONISKO M£ODZIEØO;034/ 227-85-12;schroniskosiedlec@poczta.onet.pl;sta≥y;III;schronisko m≥odzieøowe;42-253 Siedlec, Szkolna 8
3378;Szkolne Schronisko M≥odzieøowe;(076) 878-36-74;;sta≥y;II;schronisko m≥odzieøowe;59-500 Z≥otoryja, Kolejowa 2
3379;SCHRONISKO M£ODZIEØOWE PTSM;12 633-88-22;smkrakow@poczta.onet.pl;sta≥y;II;schronisko m≥odzieøowe;30-060 KrakÛw, ul. Oleandry 4
3380;SZKOLNE SCHRONISKO M£ODZIEØOWE;85 652-42-50;;sta≥y;II;schronisko m≥odzieøowe;15-443 Bia≥ystok, Al. J.Pi≥sudskiego 7b
3381;SCHRONISKO M£ODZIEØOWE;757551463;;sta≥y;II;schronisko m≥odzieøowe;58-500 StaniszÛw, STANISZ”W 59
3382;CUMA SZKOLNE SCHRONISKO M£ODZIEØOWE;(91)422-47-61;ptsm@home.pl;sta≥y;II;schronisko m≥odzieøowe;70-467 Szczecin, Monte Cassino 19a
3383;Schronisko M≥odzieøowe OSIR;(074) 866-17-08;;sta≥y;II;schronisko m≥odzieøowe;57-350 Kudowa-ZdrÛj, £πkowa 12
3384;SCHRONISKO M£ODZIEØOWE;44 781-20-60;;sta≥y;II;schronisko m≥odzieøowe;97-570 PrzedbÛrz, mOSTOWA 37 b
3385;Szkolne Schronisko M≥odzieøowe;0-58 301 - 23;biuro@mokf.com.pl;sta≥y;II;schronisko m≥odzieøowe;80-858 GdaÒsk, Wa≥owa 21
3386;Schronisko M≥odzieøowe;094/ 37 401 13;;sta≥y;II;schronisko m≥odzieøowe;78-400 Szczecinek, Koúciuszki 47-49
3387;SZKOLNE SCHRONISKO M£ODZIEØOWE OSKAR;(94)482-24-66;zserbial@poczta.onet.pl;sta≥y;II;schronisko m≥odzieøowe;78-425 Bia≥y BÛr, Brzeünicka
3388;SZKOLNE SCHRONISKO M£ODZIEØOWE;43 871-40-85;ZSRLUT-SEKRETARIAT@WP.PL;sta≥y;II;schronisko m≥odzieøowe;98-360 LututÛw, KLONOWSKA 3
3389;SZKOLNE SCHRONISKO M£ODZIEØOWE;767466762;ssm@zsipo.lubin.pl;sta≥y;II;schronisko m≥odzieøowe;59-300 Lubin, Komisji Edukacji Narodowej 6a
3390;Szkolne Schronisko M≥odzieøowe;(074) 817-32-16;;sta≥y;II;schronisko m≥odzieøowe;57-240 Kamieniec Zπbkowicki, StarczÛw 43
3391;"""SEWER""";0-55 247 - 85;sewersteg@wp.pl;sta≥y;II;schronisko m≥odzieøowe;82-103 Stegna, GdaÒska 76
3392;STA£E SCHRONISKO M£ODZIEØOWE;/095/ 722-74-70;schro@edu.gorzow.pl;sta≥y;II;schronisko m≥odzieøowe;66-400 GorzÛw Wielkopolski, Kardyna≥a Stefana WyszyÒskiego 8
3393;SZKOLNE SCHRONISKO M£ODZIEØOWE;0-42 636-65-99;youthhostellodz@wp.pl;sta≥y;II;schronisko m≥odzieøowe;90-510 £Ûdü, Zamenhofa 13
3394;GOåCINIEC;094/342-60-68;;sta≥y;II;schronisko m≥odzieøowe;75-735 Koszalin, GnieünieÒska 8
3395;Szkolne Schronisko M≥odzieøowe;(075) 34-388-56;;sta≥y;II;schronisko m≥odzieøowe;50-007 Wroc≥aw, Ko≥≥πtaja 20
3396;SCHRONISKO M£ODZIEØOWE-CENTRUM TURYSTYCZNE;768708886;SCHRONISKOJAWOR@GMAIL.COM;sta≥y;I;schronisko m≥odzieøowe;59-400 Jawor, STAROJAWORSKA 7
3397;KOSS;033-858-71-99;biuro@koss-schronisko.pl;sta≥y;I;schronisko m≥odzieøowe;43-436 GÛrki Wielkie, Stary DwÛr 14
3398;Szkolne Schronisko M≥odzieøowe, Filia Nr 2;58 302-05-81;kartuska@ssm.gda.pl;sta≥y;I;schronisko m≥odzieøowe;80-125 GdaÒsk, Kartuska 245B
3399;SZKOLNE SCHRONISKO M£ODZIEØOWE NR 4 PRZY SP NR 74;91-463-17-91;;sta≥y;I;schronisko m≥odzieøowe;70-781 Szczecin, Seledynowa 50
3400;HALNY - A;(075) 783-43-36;;sta≥y;I;schronisko m≥odzieøowe;59-870 Mirsk, KamieÒ 22
3401;SZAROTKA MI DZYNARODOWE SCHRONISKO M£ODZIEØOWEPTSM;(18) 201-36-18;schroniskoptsm@pro.onet.pl;sta≥y;I;schronisko m≥odzieøowe;34-500 Zakopane, ul. Nowotarska 45 G
3402;"SZKOLNE SCHRONISKO M£ODZIEØOWE ""JURA""";(32) 643-03-93;;sta≥y;I;schronisko m≥odzieøowe;32-300 Olkusz, ul. LegionÛw Polskich 3
3403;WIECHA;033/ 854-27-41;sm-wiecha@ pont.pl;sta≥y;I;schronisko m≥odzieøowe;43-450 Jaszowiec, Stroma 5
3404;CENTRUM ØEGLARSKIE;914600844;biuro@centrumzeglarskie.pl;sta≥y;I;schronisko m≥odzieøowe;70-800 Szczecin, przestrzenna 19
3405;SZKOLNE SCHRONISKO M£ODZIEØOWE;768625412;recepcjassm@legnica.eu;sta≥y;I;schronisko m≥odzieøowe;59-220 Legnica, JORDANA 17
3406;Szkolne Schronisko M≥odzieøowe;+48 048 376 12;;sta≥y;I;schronisko m≥odzieøowe;27-320 Solec nad Wis≥π, £oteckiego 24
3407;SZKOLNE SCHRONISKO M£ODZIEØOWE;0-42 630-66-80,;youthhostellodz@wp.pl;sta≥y;I;schronisko m≥odzieøowe;91-069 £Ûdü, LegionÛw 27
3408;Szkolne Schronisko M≥odzieøowe;071/ 345 73 96;;sta≥y;I;schronisko m≥odzieøowe;51-315 Wroc≥aw, Kie≥czowska 43
3409;Szkolne Schronisko M≥odziezowe w åwidnicy;(074) 857-70-50;;sta≥y;I;schronisko m≥odzieøowe;58-100 åwidnica, Kanonierska 3
3410;Miejsko Gminne Szkolne Schronisko M≥odzieøowe;(071) 318-15-44;;sta≥y;I;schronisko m≥odzieøowe;55-230 , Szkolna 4
3411;SZKOLNE SCHRONISKO M£ODZIEØOWE;713 846 180;info@schronisko.krosnice.pl;sta≥y;I;schronisko m≥odzieøowe;56-320 Kroúnice, KWIATOWA 4
3412;TADEUSZ”WKA;94/ 36 62 156,;;sta≥y;I;schronisko m≥odzieøowe;78-320 Po≥czyn-ZdrÛj, Sobieskiego 13
3413;Szkolne Schronisko M≥odzieøowe;0-58 341 - 41;biuro@mokf.pl;sta≥y;I;schronisko m≥odzieøowe;80-266 GdaÒsk, Grunwaldzka 244
3414;Szkolne Schronisko M≥odzieøowe;0-58 627 - 10;ssm-gdynia@wp.pl;sta≥y;I;schronisko m≥odzieøowe;81-184 Gdynia, EnergetykÛw 13A
3415;MATECZNIK;16 670 61 45;schronisko@ptsm-matecznik.pl;sta≥y;I;schronisko m≥odzieøowe;37-700 Przemyúl, Lelewela 6
3416;SZKOLNE SCHRONISKO M£ODZIEØOWE;16 621 25 63;bursajar@poczta.internetdsl.pl;sta≥y;I;schronisko m≥odzieøowe;37-500 Jaros≥aw, Reymonta 1
3417;Szkolne Schronisko M≥odzieøowe;0-59 840 - 42;;sta≥y;I;schronisko m≥odzieøowe;76-200 S≥upsk, HubalczykÛw 7
3418;MiÍdzynarodowe Schronisko M≥odzieøowe;(071) 322-60-88;firma@integer.com.pl;sta≥y;I;schronisko m≥odzieøowe;50-266 Wroc≥aw, Wyspa S≥odowa 10
3419;Schronisko M≥odzieøowe DrukTur;542 322 875;schroisko@druktur.com.pl;sta≥y;I;schronisko m≥odzieøowe;87-800 W≥oc≥awek, £Ígska 10
3420;åL•ZACZEK;32-35-11-956;ssm@sltzn.edu.pl;sta≥y;I;schronisko m≥odzieøowe;40-086 Katowice, Sokolska 26
3421;SZKOLNE SCHRONISKO M£ODZIEØOWE;095 755-81-75;;sta≥y;I;schronisko m≥odzieøowe;69-210 Lubniewice, Osiedle S≥owiaÒskie 4
3422;PAWE£EK;034- 353-37-16;schronisko@kochanowice.pl;sta≥y;I;schronisko m≥odzieøowe;42-713 Kochanowice, G≥Ûwna 14
3423;SZKOLNE SCHRONISKO M£ODZIEØOWE;748509926;recepcja@schronisko.lubachÛw.pl;sta≥y;I;schronisko m≥odzieøowe;58-114 LubachÛw, LUBACH”W 12
3424;"SZKOLNE SCHRONISKO M£ODZIEØOWE ""DWOREK""";(071) 310-25-71;;sta≥y;I;schronisko m≥odzieøowe;55-120 Oborniki ålπskie, Turystyczna 2, KuraszkÛw
3425;HONDRASIK;+48 33 817 89 33;ssmhondrasik@wp.pl;sta≥y;I;schronisko m≥odzieøowe;43-370 Szczyrk, Sportowa 2
3426;CZEKAY;0-43 823-23-74,;pmos.zdwola@wp.pl;sta≥y;I;schronisko m≥odzieøowe;98-220 ZduÒska Wola, Dolna 41
